Index,Q1 (Da),Q3 (Da),Rt (min),Molecular Weight (Da),Ionization model,KEGG ID,Compound name,Class,R30,S30,L30,F30,R45,S45,L45,F45,R85,S85,L85,DPA10,DPA20,IMG,MG,Br,Br3,Br7,Br10,Br15
pme2735,399.2,250,0.78,398.137,[M+H]+,C00019,S-(5'-Adenosyl)-L-methionine,Amino acid and derivatives,-0.779292479,-0.713427717,-0.781250243,-0.595495764,-0.721072318,-0.471037932,-0.207858563,-0.280855179,-0.824507497,-0.732352765,-0.730255161,-0.459850712,-0.05571236,-0.423492244,0.319525672,0.257995957,2.893518728,1.478335295,1.720725079,1.106360202
pme2914,161,99,1.4,162.053,[M-H]-,C03761,"3-Hydroxy-3-methylpentane-1,5-dioic acid",Amino acid and derivatives,0.056809326,-0.720502089,-0.597233014,0.113354773,0.778706203,-0.807959048,-0.542572415,2.309202976,2.968899861,0.888027401,-0.041579752,-0.251551846,-0.079653687,-0.527870599,-0.540310597,-0.444937276,-0.318275474,-0.722763907,-0.74123542,-0.778555415
pme3033,104,86,0.77,103.063,[M+H]+,C01026,"N,N-Dimethylglycine",Amino acid and derivatives,-0.83058095,-0.661231729,-0.398654908,-0.827159754,-0.607775536,-0.926374449,-0.677482412,-0.719819717,-0.958875814,-0.809198473,-0.797224285,0.536187002,2.238232199,2.11421383,1.74643522,0.630269902,0.241108815,0.228279328,0.536187002,-0.05653527
pme3037,128,82,1.16,129.12,[M-H]-,C01879,5-Oxoproline,Amino acid and derivatives,-0.259476678,-0.699239559,-0.615998728,-0.01254633,-0.540261787,-0.953499288,-0.948787543,-0.687547451,-0.660847561,-0.848113255,-0.913711218,0.025845667,-0.46766601,0.025845667,0.203844929,0.720391804,0.725627077,2.123444805,1.01705724,2.765638218
pme3179,179,76,0.86,178.041,[M+H]+,C01419,CYS-GLY,Amino acid and derivatives,-1.036884683,-1.058864897,-0.309878985,-1.029096418,-1.039798071,-1.065242621,0.853601278,-1.003928783,-1.028158941,-1.058058668,0.111206545,0.831967208,2.105492772,1.243014531,1.704541349,0.27092367,0.62428014,-0.07089463,0.420919886,0.534859319
pme3351,144.1,126,0.8,145.074,[M-H]-,C04076,Allysine (6-Oxo DL-Norleucine),Amino acid and derivatives,-1.479807031,-1.718566563,-0.036092854,2.099354545,-0.148778428,-1.507141651,0.855350443,1.37415036,0.006303698,-1.412307257,0.978077305,0.38675697,-0.647495767,-0.274852386,0.063204334,0.032522618,-0.516401164,1.017126762,0.781714326,0.14688174
pme3382,160,98,1.16,161.069,[M-H]-,-,N-Acetylthreonine,Amino acid and derivatives,-0.7665645,-0.793381369,-0.266472742,0.051901051,-0.831708676,-0.839423118,-0.327698471,0.391091592,-0.798156976,-0.757135737,-0.607500055,0.066595226,0.191495714,2.407867118,2.567054014,1.61315715,-0.278717888,-0.239288518,-0.408883789,-0.374230026
pmf0235,104.06333,58.0656,0.78,103.06333,[M+H]+,C03665,2-Aminoisobutyric acid,Amino acid and derivatives,-1.640555729,-0.875625015,0.176154717,1.921152909,-0.614518857,-0.678876009,0.275448608,2.818475477,-1.142247499,-1.020888299,-0.699102542,-0.031626943,0.731464995,0.29199759,0.216607784,-0.388349439,-0.081273888,-0.029788167,0.417034341,0.354515966
pmf0240,112.1,95,1.11,111.1,[M+H]+,C00388,Histamine,Amino acid and derivatives,-0.538917932,-0.540751672,-0.548420951,-0.476914616,-0.540312198,-0.52461164,-0.536366748,-0.539253412,-0.533417177,-0.540312431,-0.538582219,-0.549066552,-0.53372753,-0.452484831,-0.326205451,-0.061250681,1.195089431,1.950701181,2.291578663,2.343226766
pmf0299,174.2,114,1.08,173.2,[M+H]+,C02710,N-Acetyl-l-leucine,Amino acid and derivatives,2.189591839,-0.690378365,-0.10334938,-0.683246939,1.131138043,-0.241473847,0.232578331,-0.470805503,3.041609611,-0.031659779,0.64319835,-0.589037044,-0.527856914,-0.665230704,-0.741424364,-0.587535691,-0.705391894,-0.43965243,-0.499706547,-0.261366773
pmb0449,162.1,97.9,0.81,161.1,[M+H]+,C00956,L-Homoglutamic acid (2-Aminoadipic acid),Amino acid and derivatives,-0.790112935,-1.407682193,-0.774376181,1.816287023,-0.913548103,-1.156976024,-0.190640945,2.893271156,-0.753721691,-0.385875055,1.314186201,-0.432593545,0.059180032,0.188516483,0.137863805,-0.049010155,0.301624406,0.019346373,0.311459877,-0.18719853
pme0004,190.1,127,0.84,189.1113,[M+H]+,C02427,L-Homocitrulline,Amino acid and derivatives,-1.080151937,-1.187899245,-0.630183362,0.016300487,-0.965089674,-1.153301485,-0.722509954,-0.612390228,-0.855365351,-0.756910012,-0.694436344,0.567887625,1.066095361,2.028901583,1.813406967,1.443705194,0.182369733,0.469036883,0.144806451,0.925727309
pme0008,176.1,113,0.81,175.0957,[M+H]+,C00327,L-Citrulline,Amino acid and derivatives,-0.63336201,-0.372732519,0.805645497,3.29456471,-0.749813484,-0.886597756,-0.793251733,-0.056649945,-1.174584101,-1.019685155,-1.011829302,1.474779366,-0.160162367,0.157768643,0.426716096,0.015439063,0.105088214,0.223388124,0.198434237,0.156844424
pme0013,146.1,102,0.74,147.0532,[M-H]-,C00025,L-Glutamic acid,Amino acid and derivatives,-0.512890494,-0.497885614,-0.350271816,-0.208778428,-0.507428192,-0.51631266,-0.345665054,-0.303546092,-0.557444459,-0.514404145,-0.297623113,-0.294990678,-0.334477205,-0.427270542,-0.41805702,-0.430232032,0.155813834,2.515791909,0.612541325,3.233130476
pme0162,120.1,74.1,0.86,105.09,[M+H]+,C00263,L-Homoserine,Amino acid and derivatives,-0.985832029,-1.098548092,0.413928066,-1.10166946,-0.91854921,-1.008722061,-0.050808933,-1.04756575,-1.087103077,-0.687221167,-0.401442594,0.746873975,1.319124758,1.853225488,1.919121032,1.44744766,0.271732417,0.247455111,0.077167151,0.091386716
pme1070,180.1,119.3,1.16,181.074,[M-H]-,C00082,L-(-)-Tyrosine,Amino acid and derivatives,-0.492479106,-0.943753855,0.845559813,-0.041204356,-0.61226191,-0.39869567,0.334857935,0.520567709,-1.366707865,-0.240378088,-0.277984317,0.854845301,1.727681237,1.175194661,1.732323981,-0.064418078,-1.932194125,-0.678653154,-1.28035282,1.138052706
pme1987,88.048,71,0.72,89.048,[M-H]-,C00041,L-Alanine,Amino acid and derivatives,-0.545197331,-0.541617911,-0.481998194,-0.356718488,-0.557949015,-0.537367349,-0.503586571,-0.442102573,-0.606804372,-0.55944044,-0.551237602,-0.410782647,-0.440984004,-0.431662598,-0.325025705,-0.359328482,0.908009968,1.850217754,2.517630471,2.375945089
pme2527,133,116,0.81,132.16,[M+H]+,C00077,L(+)-Ornithine,Amino acid and derivatives,-1.048217825,-1.235644077,-0.636042345,0.402510047,-0.772149504,-1.030570548,-1.273169896,0.684460793,-1.034221709,-0.69202681,-1.344570373,-0.329750526,0.380197397,1.432948747,1.576966755,0.798052461,1.045520023,0.891359903,1.086088476,1.098259012
pme2634,118,72,0.85,117.079,[M+H]+,C01826,Dl-Norvaline,Amino acid and derivatives,-0.768161721,-0.886802619,-0.333870726,0.539065058,-0.741603575,-0.867210544,-0.438361792,0.221238064,-0.925551389,-0.57332942,-0.183664818,1.860441668,1.747243013,1.745066116,1.762481293,0.785054443,-0.684133488,-0.764025616,-0.816271149,-0.677602797
pmf0242,116.1,70.1,0.98,115.1,[M+H]+,C00148,L-Proline,Amino acid and derivatives,-0.35896008,0.267532073,0.725778984,2.276513094,-0.4161856,0.039515494,0.304059001,3.072357366,-0.731313367,-0.635900604,-0.619850893,0.62616009,-0.374456352,-0.516468619,-0.48049513,-0.676522975,-0.697996381,-0.609003503,-0.618522641,-0.576239956
pmf0245,120.06604,101.9,1.9,119.06604,[M+H]+,C00188,L-Threonine,Amino acid and derivatives,-0.904656184,-0.855941989,-0.212578665,-0.997045173,-0.886178386,-0.966808776,-0.125229075,-0.378878845,-1.544659909,-1.180143351,-0.750114602,0.217450084,1.515935332,1.008635792,2.04003287,1.215251167,1.027113589,0.504695851,0.820498214,0.452622057
pmf0248,122,105,2.2,121,[M+H]+,C00097,L-Cysteine,Amino acid and derivatives,-0.643197821,0.013284105,0.870572266,0.248072935,-1.08033755,-1.173017351,0.86748294,1.303078006,-1.438699448,-0.708073682,-0.479463505,-1.392359547,-0.874897324,-0.584500613,-0.005251855,0.184741737,0.258885578,0.903010197,2.024435792,1.706235141
pmf0257,132.1,86.1,1.21,131.1,[M+H]+,C00123,L-Leucine,Amino acid and derivatives,-0.969052468,-1.031950552,-0.266823226,-0.406950603,-0.946759476,-0.478606648,-0.492937857,-0.363956976,-1.260772189,-0.613956956,-0.816186238,0.924259478,1.55642503,1.90355876,2.535724312,0.438590728,-0.161727694,0.07712579,0.210883741,0.163113044
pmf0258,132.2,86.2,1.17,131.2,[M+H]+,C00407,L-Isoleucine,Amino acid and derivatives,-1.087974398,-1.055022595,-0.218674443,-0.543485076,-0.926353649,-0.447767933,-0.490134538,-0.571729479,-1.377950268,-0.687845358,-0.918507981,0.705545184,1.734896754,1.683115349,2.161701064,1.096259423,0.054354784,0.40740982,0.336798813,0.145364527
pmf0260,133,74,0.81,132,[M+H]+,C00152,L-Asparagine,Amino acid and derivatives,-1.029184271,-1.251533052,-0.604148239,0.236671339,-0.799896126,-0.984945827,-1.294325795,0.78892904,-0.987258948,-0.685974904,-1.350332244,-0.451482236,0.589422331,1.341186741,1.529127843,0.73399241,0.846757071,0.959521733,1.21107367,1.202399465
pmf0267,138.0914,121.1,1.2,137.0914,[M+H]+,C00483,L-Tyramine,Amino acid and derivatives,0.479495035,0.141181035,1.061211415,0.563690827,-0.207848793,-0.24152711,1.825096872,2.414467415,-0.782217177,0.778007388,1.232664664,-0.931626437,-0.865188303,-0.936525101,-1.009698899,-0.981990829,-0.915858861,-0.722361623,-0.628827753,-0.272143762
pmf0277,147,84,0.8,146,[M+H]+,C00064,L-Glutamine,Amino acid and derivatives,-0.880083679,-0.937814639,-0.762216302,-0.073203308,-1.033732223,-1.032830177,-1.060342588,-0.827915337,-1.03353678,-0.801605655,-1.056433721,0.949115775,0.373309585,1.261825142,1.613623179,1.326471789,1.135538667,0.881462306,0.916040746,1.042327221
pmf0278,147.2,84.2,0.99,146.2,[M+H]+,C00047,L-(+)-Lysine,Amino acid and derivatives,-0.862783695,-0.91729447,-0.670554594,-0.12282614,-1.030771226,-1.038109215,-1.08266129,-0.873397572,-1.029329836,-0.709996285,-1.093406203,0.77214643,0.642421269,1.390634062,1.778499187,1.342150921,1.16132191,0.748560037,0.683042279,0.912354431
pmf0283,150.2,61.2,1.33,149.2,[M+H]+,C00073,L-Methionine,Amino acid and derivatives,-1.197658643,-0.806597023,0.027229075,-0.197443346,-1.466043481,-0.596025382,-0.550902887,0.302194277,-1.667506019,-0.649138318,-1.187318072,1.604166258,1.53836262,1.242246249,1.51016106,-0.209664021,0.903827539,0.579509609,0.226990119,0.593610388
pmf0290,156.1,110.1,0.7,155.1,[M+H]+,C00135,L-Histidine,Amino acid and derivatives,-0.624405092,-0.649540661,-0.486890924,-0.413745089,-0.800753049,-0.784860454,-0.795366856,-0.487555886,-0.841455381,-0.75666606,-0.817722883,-0.524128803,-0.298041679,0.222623669,0.690092046,0.31039867,0.963391482,1.595770467,2.001397366,2.497459115
pmf0297,166.2,120.1,3.27,165.2,[M+H]+,C00079,L-Phenylalanine,Amino acid and derivatives,-0.461298144,-0.686371431,-0.807862068,-0.807862068,-0.544142492,-0.675965861,-0.807862068,-0.807862068,-0.541340993,-0.421276719,-0.807862068,-0.807862068,0.17744379,1.422910518,2.954130216,1.293241103,0.623282458,0.377550912,1.05631427,0.27269478
pma2172,268,121,5.93,267,[M+H]+,-,Cinnamoyl tyramine,Amino acid and derivatives,3.554781988,0.386485307,-0.442094607,-0.470729847,0.860390149,-0.226576752,-0.350997705,-0.33157263,1.747915118,0.31615314,-0.320855347,-0.56328363,-0.45147223,-0.531466697,-0.545499639,-0.580096367,-0.591098327,-0.573280845,-0.391187515,-0.495513563
pmf0514,161.1,144,2.72,160.1,[M+H]+,C00398,L-Tryptamine,Amino acid and derivatives,-0.985800596,-0.824014019,-0.603862699,-0.829148145,-0.989723068,-0.935835282,-0.818571845,-0.76373938,-0.9921741,-0.956330713,-0.961392961,1.025708875,1.175625353,0.628327527,1.426170699,1.67774287,1.132498695,0.566718016,0.896328902,1.13147187
pmf0516,219.11,160,3.25,218.1055,[M+H]+,C00978,N-Acetylserotonin,Amino acid and derivatives,-0.546648722,-0.985636978,0.57008283,-0.75049336,-0.517356087,-1.114043049,0.325308756,-0.884115928,-0.87167659,-1.006101696,1.986562304,-0.714379152,-0.797843099,-0.417440112,0.233016893,0.790780765,0.461740207,0.951288354,2.419932794,0.86702187
pmf0301,175.2,116.1,0.75,174.2,[M+H]+,C00062,L-Arginine,Amino acid and derivatives,-0.702464706,-0.701604394,-0.657884877,-0.152959651,-0.714274451,-0.677359223,-0.699336297,-0.577328343,-0.749547263,-0.699883769,-0.730385757,-0.411053401,-0.127932379,-0.036426413,0.198204268,0.19898637,0.740983243,1.971230114,1.928996591,2.600040339
pmb1318,457.2,209.2,4.49,456.2,[M+H]+,-,8-Methyl-2-oxo-4-phenyl-2H-chromen-7-yl 4-(hexyloxy) benzoate,Benzoic acid and derivatives,-0.937212185,-0.847853089,0.621110567,-0.846551341,-0.944923268,-0.830101978,0.953648058,-0.844421208,-0.940928084,-0.222658938,2.938222335,-0.873533031,-0.774955191,-0.130353158,-0.111418639,0.79980509,0.398629968,0.985600058,0.99388391,0.614010122
pmb1587,207.2,165.2,8.38,206.2,[M+H]+,-,"4-Hydroxy-3,5-diisopropylbenzaldehyde",Benzoic acid and derivatives,-0.508254601,-0.27633393,3.304053804,-0.28307581,-0.599225035,-0.189138949,2.153439619,-0.375664295,-0.483219754,-0.281277975,1.254522287,-0.429599335,-0.445645009,-0.477691412,-0.516344857,-0.522322658,-0.429599335,-0.317684127,-0.233635356,-0.343303271
pmb2654,460.1,117.9,0.78,461.1,[M-H]-,-,Anthranilate O-hexosyl-O-hexoside,Benzoic acid and derivatives,-1.222523728,-1.353100421,-0.263901898,-1.031157475,-0.004270489,-0.44049602,0.626902418,-0.821661786,-0.5900079,0.597805795,2.007872929,1.52442134,1.793005556,1.096924796,0.568709172,0.467990091,-0.583964755,-0.645515305,-0.796593926,-0.930438394
pmb2871,315.1,153,1.82,316.1,[M-H]-,-,"2,5-Dihydroxy benzoic acid O-hexside",Benzoic acid and derivatives,-0.357682751,0.581486156,-0.271683273,0.588994047,2.147905228,-0.479856614,-0.790410286,0.878389117,1.287910443,0.327582934,-0.262127775,-0.956266423,-1.144646233,-1.055234077,-1.130312986,-1.09140846,-1.063424503,0.745977222,0.169917223,1.87489101
pmb2928,331,313.1,1.97,332,[M-H]-,-,Gallic acid O-Hexoside,Benzoic acid and derivatives,-0.424484475,1.6484512,1.341159933,2.448688876,-0.688883003,0.559487771,0.666399525,1.629245496,-0.64618232,-0.060216285,0.200981293,-0.753926321,-0.761416545,-0.764169363,-0.768010504,-0.751877712,-0.762184774,-0.741570651,-0.711481715,-0.660010427
pmb3107,359.1,182.1,2.25,360.1,[M-H]-,-,Syringic acid O-glucoside,Benzoic acid and derivatives,0.187824496,-0.410630765,-0.436391761,-0.541680074,0.766471111,-0.075640237,-0.385747985,-0.401653448,3.427464907,1.917909571,0.691334873,-0.569656126,-0.570466036,-0.544997778,-0.534556769,-0.528409258,-0.533483394,-0.498549922,-0.483034776,-0.47610663
pme0413,151.047,136,4,152.0473,[M-H]-,C00755,Vanillin,Benzoic acid and derivatives,2.323614539,0.008599399,-0.515767334,-0.295906422,2.554884783,-0.144038962,-0.521780361,-0.0846796,2.100824204,0.017079308,-0.349098579,-0.544367754,-0.570886742,-0.564256995,-0.562715194,-0.560094131,-0.563177734,-0.582912795,-0.565259166,-0.580060462
pme2670,121.04,92,3.72,122.037,[M-H]-,C00633,4-Hydroxybenzaldehyde,Benzoic acid and derivatives,2.178475152,-0.925023214,-0.651924715,-0.490521747,1.7866636,-1.000753955,-0.798707848,-0.527363729,1.406547916,-0.902216273,-0.569468851,-0.764555916,-0.753093966,-0.351340927,-0.574147198,-0.464790839,1.593681791,0.594269937,0.773801499,0.440469283
pmf0249,121,76.8,4.56,122,[M-H]-,C00180,Benzoic acid,Benzoic acid and derivatives,-0.275691801,4.15712265,0.555913943,-0.375194549,-0.288212014,0.687705661,0.074544691,-0.431535508,-0.349165684,-0.249992416,-0.25295773,-0.272067529,-0.279975032,-0.399246537,-0.403529768,-0.406495082,-0.380795697,-0.365969128,-0.386396845,-0.358061625
pmf0266,138.05548,119.8,2.95,137.05548,[M+H]+,C00108,Anthranilic acid,Benzoic acid and derivatives,-0.773922462,0.133048329,3.553901156,1.249071237,-0.767149497,-0.449224493,1.484608681,0.210886883,-0.690119655,-0.715493002,-0.536059971,-0.266253346,-0.462366067,-0.359255255,-0.316797861,-0.351168132,-0.299612726,-0.274340468,-0.122706921,-0.24704643
pmb2653,649.1,145,0.78,650.1,[M-H]-,-,D(+)-Melezitose O-rhamnoside,Carbohydrates,-1.369544568,-1.369544568,-1.052536778,0.572959962,0.216511913,-1.212719912,-1.087551088,-0.35530317,-0.366539711,-0.83834958,0.268949104,2.157312235,0.519898519,1.264631482,1.508089869,1.476877256,-0.171148749,0.137856127,-0.195494588,-0.104353756
pme0500,503.442,323,0.8,504.169,[M-H]-,-,D(+)-Melezitose,Carbohydrates,-0.780512115,-0.622055602,-0.447580632,0.09226413,-0.483298149,-0.373424263,-0.125782809,0.610678382,-0.344510082,0.087501794,4.168823442,-0.09993013,-0.115577804,-0.052306773,-0.18259067,-0.329542741,-0.501326991,-0.132926313,-0.291444056,-0.076458618
pme0519,341,119,0.8,342.11621,[M-H]-,-,D-(+)-Sucrose,Carbohydrates,-1.124660979,-1.319346519,-0.997945453,0.789665911,0.988720951,0.610030874,0.025488755,1.697551096,1.343136024,1.391686034,1.430526042,0.299310811,0.14880578,-0.125016275,-0.316788815,-0.39107033,-1.053777965,-1.12660298,-1.035814461,-1.233898501
pme1021,177.14,99,0.76,178.048,[M-H]-,C00198,"D-(+)-Glucono-1,5-lactone",Carbohydrates,-1.827100184,-1.6677574,-0.829867496,0.791195229,-1.437835105,-0.65576768,-0.008558526,1.990549512,-1.11616497,-0.276064274,0.476157468,0.459576533,1.178083707,0.990166446,1.133867881,0.774614294,-0.025692158,-0.130152048,-0.079856545,0.260605316
pme1846,179,71,0.76,180.063,[M-H]-,C00031,D(+)-Glucose,Carbohydrates,-1.474563045,-1.25534182,0.170096652,0.400328989,-0.91750089,-0.365443785,2.082026063,2.492440229,-0.988572611,-0.658239258,1.453892185,0.029955229,0.145071398,-0.08516094,0.115041093,0.512942633,-0.322900853,-0.360438734,-0.480559954,-0.493072581
pme2019,149,59,0.81,150.053,[M-H]-,-,DL-Arabinose,Carbohydrates,-0.800534307,-0.800534307,-0.599374283,2.236506694,-0.566625588,-0.65902369,-0.311653612,3.429494842,-0.421595657,-0.481751889,-0.260191378,0.089517893,0.034157005,-0.202491298,0.094586143,-0.154147987,-0.383388847,0.00569683,-0.173251392,-0.075395175
pme2125,503.44,179,0.8,504.4371,[M-H]-,C00492,Raffinose,Carbohydrates,-0.881049391,-0.932545141,-0.508090487,0.164749619,-0.352305281,-0.228741015,0.011244196,1.034107064,-0.051677829,0.163229764,3.981107215,0.040121454,-0.016113206,-0.236492279,-0.241051846,-0.232084697,-0.590314679,-0.336802753,-0.356560877,-0.430729834
pme2435,163,59,0.74,164.069,[M-H]-,C01019,L-Fucose,Carbohydrates,-0.887611848,-0.53940329,-0.446422194,-0.32934883,-0.926385342,-0.280787853,0.732593162,-0.209263932,-0.636901686,-0.656853095,0.184870511,-0.214157674,-0.211146141,-0.334619013,-0.135481362,-0.37188674,-0.424588576,1.233260603,0.770237331,3.683895969
pme2755,222,144,0.62,221.09,[M+H]+,C00140,N-Acetyl-D-glucosamine,Carbohydrates,0.130216391,-0.598751052,0.008043077,-0.647620377,-0.036753805,1.054661136,0.227955042,0.044695071,1.237921108,3.025723942,0.354200801,-0.040826249,0.712575856,0.09763684,0.146506166,-0.898890161,-1.227536376,-1.373329865,-1.224278421,-0.992149124
pme3705,193.141,73,0.72,194.043,[M-H]-,C00191,D-glucoronic acid,Carbohydrates,-0.654995616,-0.590577644,-0.620284961,-0.108889132,-0.644871675,-0.492699852,-0.587098761,-0.378600301,-0.646278512,-0.61594613,-0.678799503,0.931257854,0.496592898,-0.416907105,-0.542498697,-0.613952612,0.140886864,0.986373097,1.89322769,3.144062097
pmf0136,565.055,322.9,1.05,566.0550204,[M-H]-,C00029,UDP-α-D-glucose,Carbohydrates,0.810595919,-1.318748278,-0.155837514,1.462482622,-2.147965578,-0.022724985,-0.151278866,0.974707257,-1.165122241,-0.780372327,-0.42935641,0.195178403,1.143377243,-0.392887224,-0.297155611,-1.496079285,1.024852388,0.86074105,0.550752968,1.33484047
pmf0246,121.05006,91,1.2,120.05006,[M+H]+,-,D(-)-Threose,Carbohydrates,0.34322403,0.126134039,1.389059025,0.617359567,-0.057679385,-0.160678286,2.011806227,2.331895119,-0.788337743,0.504853075,0.981817217,-0.912570263,-0.855366258,-0.914630241,-0.999881639,-0.941885335,-0.887058228,-0.704354023,-0.688508038,-0.39519886
pmf0316,195.1,75,0.76,196.1,[M-H]-,C16245,D-Gluconic acid,Carbohydrates,-1.044808546,-0.830664082,-0.298273399,2.896340741,-1.004031983,-0.506341885,-0.564254056,1.381396926,-0.822967843,-0.790157563,-1.12592015,0.99928543,1.277430194,0.001474842,0.317425691,0.255315695,-0.553452317,-0.392776458,0.179703526,0.625275237
pmc1990,299.1,223.1,6.76,300.1,[M-H]-,-,"4'-Hydroxy-5,7-dimethoxyflavanone",Flavonoids,0.643161165,3.038709205,0.540381876,-1.449319741,0.587818471,0.234679376,0.095004958,1.006841726,0.848719743,-0.437339051,-0.685063491,0.47186235,-0.126365818,-0.434703685,-0.252863404,-0.418891486,-0.007774331,-1.188418469,-1.364988017,-1.101451379
pme0330,579.179,271,4.17,580.1792,[M-H]-,C09789,Naringenin 7-O-neohesperidoside (Naringin),Flavonoids,-0.617916244,-0.613922768,-0.617865076,-0.608259335,-0.621874019,-0.61434142,-0.61644631,-0.566289455,-0.621874019,-0.615213612,-0.619130568,-0.613829734,-0.55989338,-0.242299197,0.018893237,0.463129701,1.553951174,2.197047416,1.993535947,1.922597663
pme0371,433.121,271,4.24,434.1213,[M-H]-,C09099,Naringenin 7-O-glucoside (Prunin),Flavonoids,-0.504212123,-0.495988427,-0.496008784,-0.485708464,-0.504212123,-0.496558406,-0.498176736,-0.451184072,-0.504212123,-0.494471878,-0.499954865,-0.502571675,-0.502711116,-0.498746715,-0.496059675,-0.479153715,1.684096641,2.521760984,1.97722827,1.726845003
pme1201,273.084,167,5.55,274.084,[M-H]-,C00774,Phloretin,Flavonoids,-0.490768238,-0.49009664,-0.490768238,-0.48955829,-0.490768238,-0.486119825,-0.490768238,-0.490768238,-0.487229184,-0.487759435,-0.489817079,-0.480817319,-0.483286335,-0.479223562,-0.483155699,-0.002455215,3.310729473,1.339435532,1.59156259,1.07163218
pme1580,287.063,135,4.99,288.063,[M-H]-,C05631,Eriodictyol,Flavonoids,-0.505870304,-0.505191466,-0.504180379,-0.504439825,-0.505870304,-0.505151423,-0.504272979,-0.504290498,-0.505870304,-0.50446652,-0.504399782,-0.489035768,-0.499188347,-0.496543838,-0.495943192,-0.370808689,2.144478254,1.948434199,1.451233105,2.36137806
pme1599,301.079,165,5.73,302.079,[M-H]-,-,7-O-Methyleriodictyol,Flavonoids,-0.416149155,-0.416149155,-0.416149155,-0.386022785,-0.416149155,-0.416149155,-0.416149155,-0.400770421,-0.416149155,-0.416149155,-0.416149155,-0.408285342,-0.412475218,-0.416149155,-0.416149155,-0.416149155,-0.416149155,1.989438952,3.015856178,2.012197649
pme2957,271.07,151,5.5,272.069,[M-H]-,C06561,Naringenin chalcone,Flavonoids,-0.489516215,-0.489806331,-0.489689713,-0.489300399,-0.489806331,-0.48957637,-0.489806331,-0.487574938,-0.489806331,-0.489806331,-0.489806331,-0.48914432,-0.489227701,-0.481571015,-0.483050512,-0.115171433,3.212418872,1.544791428,1.561049634,1.124400666
pme2982,257.1,153,6.78,256.074,[M+H]+,C09827,Dihydrochrysin (Pinocembrin),Flavonoids,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.515060628,-0.201226711,2.045984692,1.543675709,2.122046472,2.215429252
pme3461,301.1,151,5.74,302.27876,[M-H]-,C09756,Homoeriodictyol,Flavonoids,-0.467662713,-0.47599524,-0.477131649,-0.471549482,-0.469092119,-0.475026285,-0.477131649,-0.454019484,-0.4657467,-0.473886409,-0.475696707,-0.475927784,-0.475924135,-0.471390787,-0.469730243,-0.470927964,1.371971841,1.559923043,3.166332651,1.448611813
pmf0058,271,150.894,5.51,232.1212,[M+H]+,C00509,Naringenin,Flavonoids,-0.49116092,-0.491469395,-0.491469395,-0.49099193,-0.491469395,-0.491254415,-0.491469395,-0.48939931,-0.491469395,-0.491469395,-0.491469395,-0.490758629,-0.490880085,-0.482717763,-0.484608053,-0.098557949,3.20464267,1.494935622,1.596877269,1.15415926
pmf0451,521,273,4.49,520,[M+H]+,-,Naringenin O-malonylhexoside,Flavonoids,-0.441936181,-0.431777106,-0.43715544,-0.431990353,-0.445258167,-0.425957813,-0.433538432,-0.402588796,-0.442482821,-0.430568711,-0.42704606,-0.442312979,-0.445622384,-0.443929624,-0.422152091,-0.433229571,-0.178523022,2.154163984,2.41962091,2.542284655
pmf0455,537,289,4.13,536,[M+H]+,-,Eriodictyol O-malonylhexoside,Flavonoids,-0.437181724,-0.443491834,-0.425958325,-0.446344082,-0.446236634,-0.428497998,-0.42781424,-0.387423678,-0.444878886,-0.40363851,-0.424288002,-0.448746123,-0.447897189,-0.416629912,-0.403540831,-0.405396745,-0.211404832,2.517473359,1.807341833,2.724554354
pma0825,503,255,5.25,502,[M+H]+,-,Chrysin O-malonylhexoside,Flavonoids,-0.607976606,-0.756919029,-0.74179758,-0.772624541,-0.73826753,-0.762772493,-0.649053548,-0.622257261,-0.723120408,-0.737048059,-0.677037214,0.16876269,0.720092267,2.247641039,0.773363926,0.28621707,-0.044965773,0.372863744,0.470421481,2.794477826
pmb3000,503.1,341.1,3.95,504.1,[M-H]-,-,Chrysoeriol O-acetylhexoside,Flavonoids,-0.755981479,0.281544596,-0.567881531,-0.425153065,-0.755981479,3.456397831,-0.530670551,-0.266773184,-0.755981479,1.256907604,-0.43665841,-0.628923085,-0.457492412,-0.52704274,-0.404630018,-0.526213525,-0.34865807,0.734502762,0.459825613,1.198862622
pmb3002,607.1,299,3.68,608.1,[M-H]-,-,Chrysoeriol 7-O-rutinoside,Flavonoids,-1.587276764,0.966762306,-0.414664648,1.140675856,-1.620095041,1.646606186,-0.464071907,1.583364895,-1.624786755,1.885737318,-0.616246264,-0.464071907,-0.132055128,-0.30992126,-0.047074643,-0.100434483,0.19798536,0.166364714,-0.035216901,-0.171580935
pme0324,255.058,153,6.65,254.0579,[M+H]+,C10028,Chrysin,Flavonoids,-0.444597506,-0.547153021,-0.163882883,-0.742616644,-0.256072274,-0.573413867,1.056555384,-0.602729264,-0.384888635,-0.140386337,3.775244026,-0.159045359,0.028235938,0.652967644,0.54654211,0.474670321,-0.408661611,-0.669625314,-0.722575472,-0.718567238
